record_id,week_no,date,work_centre,shift,planned_hrs,actual_hrs,utilization_pct,downtime_hrs,downtime_reason,delay_hrs,throughput_deviation_pct,overload_probability,operator_count,wc_status,scenario
WCU-04-3-WC-12-Af,4,2026-01-28,WC-12,Afternoon,8,7.44,78.93,0.56,Material Wait,1.86,2,0,1,Active,NORMAL
WCU-04-3-WC-12-Ni,4,2026-01-28,WC-12,Night,8,7.74,60.74,0.26,None,1.58,15,0,3,Active,NORMAL
WCU-04-3-WC-15-Mo,4,2026-01-28,WC-15,Morning,8,7.17,89.82,0.83,None,1.31,-2,0.17,2,Active,NORMAL
WCU-04-3-WC-15-Af,4,2026-01-28,WC-15,Afternoon,8,7.11,68.61,0.89,None,1.27,12,0,1,Active,NORMAL
WCU-04-3-WC-15-Ni,4,2026-01-28,WC-15,Night,8,7.91,57.91,0.09,None,1.62,-1,0,3,Active,NORMAL
WCU-04-3-WC-ASSM-03-Mo,4,2026-01-28,WC-ASSM-03,Morning,8,7.53,73.67,0.47,Material Wait,0.68,0,0,4,Active,NORMAL
WCU-04-3-WC-ASSM-03-Af,4,2026-01-28,WC-ASSM-03,Afternoon,8,7.92,85.54,0.08,Planned Maintenance,1.52,15,0.09,1,Active,NORMAL
WCU-04-3-WC-ASSM-03-Ni,4,2026-01-28,WC-ASSM-03,Night,8,7.07,78.71,0.93,Planned Maintenance,1.52,-1,0.07,2,Active,NORMAL
WCU-04-4-WC-01-Mo,4,2026-01-29,WC-01,Morning,8,7.26,58.51,0.74,None,0.37,6,0,3,Active,NORMAL
WCU-04-4-WC-01-Af,4,2026-01-29,WC-01,Afternoon,8,7.75,89.28,0.25,Material Wait,1.56,3,0.22,2,Active,NORMAL
WCU-04-4-WC-01-Ni,4,2026-01-29,WC-01,Night,8,7.48,70.06,0.52,Material Wait,0.17,17,0,3,Active,NORMAL
WCU-04-4-WC-04-Mo,4,2026-01-29,WC-04,Morning,8,7.33,82.37,0.67,Planned Maintenance,1.17,15,0.01,1,Active,NORMAL
WCU-04-4-WC-04-Af,4,2026-01-29,WC-04,Afternoon,8,7.31,92.44,0.69,Material Wait,0.65,4,0.3,2,Active,NORMAL
WCU-04-4-WC-04-Ni,4,2026-01-29,WC-04,Night,8,7.81,89.56,0.19,None,1.45,15,0.17,2,Active,NORMAL
WCU-04-4-WC-07-Mo,4,2026-01-29,WC-07,Morning,8,7.41,94.12,0.59,Setup,0.83,20,0.21,3,Active,NORMAL
WCU-04-4-WC-07-Af,4,2026-01-29,WC-07,Afternoon,8,7.4,88.69,0.6,None,1.0,3,0.13,1,Active,NORMAL
WCU-04-4-WC-07-Ni,4,2026-01-29,WC-07,Night,8,7.72,81.8,0.28,Material Wait,0.08,15,0,4,Active,NORMAL
WCU-04-4-WC-09-Mo,4,2026-01-29,WC-09,Morning,8,7.5,56.1,0.5,Material Wait,1.75,15,0,4,Active,NORMAL
WCU-04-4-WC-09-Af,4,2026-01-29,WC-09,Afternoon,8,7.53,82.12,0.47,Setup,1.2,10,0.07,1,Active,NORMAL
WCU-04-4-WC-09-Ni,4,2026-01-29,WC-09,Night,8,7.55,66.89,0.45,None,1.97,4,0,1,Active,NORMAL
WCU-04-4-WC-12-Mo,4,2026-01-29,WC-12,Morning,8,7.37,89.51,0.63,None,0.73,1,0.14,2,Active,NORMAL
WCU-04-4-WC-12-Af,4,2026-01-29,WC-12,Afternoon,8,7.14,80.94,0.86,None,0.28,8,0,1,Active,NORMAL
WCU-04-4-WC-12-Ni,4,2026-01-29,WC-12,Night,8,7.63,81.62,0.37,None,1.42,-2,0,4,Active,NORMAL
WCU-04-4-WC-15-Mo,4,2026-01-29,WC-15,Morning,8,7.81,61.14,0.19,Material Wait,0.53,10,0,4,Active,NORMAL
WCU-04-4-WC-15-Af,4,2026-01-29,WC-15,Afternoon,8,7.9,94.71,0.1,None,0.16,16,0.23,2,Active,NORMAL
WCU-04-4-WC-15-Ni,4,2026-01-29,WC-15,Night,8,7.59,65.23,0.41,Material Wait,0.46,-2,0,2,Active,NORMAL
WCU-04-4-WC-ASSM-03-Mo,4,2026-01-29,WC-ASSM-03,Morning,8,7.58,56.15,0.42,Setup,0.18,4,0,2,Active,NORMAL
WCU-04-4-WC-ASSM-03-Af,4,2026-01-29,WC-ASSM-03,Afternoon,8,7.59,79.98,0.41,Setup,1.46,-1,0.08,3,Active,NORMAL
WCU-04-4-WC-ASSM-03-Ni,4,2026-01-29,WC-ASSM-03,Night,8,7.37,76.27,0.63,None,0.73,10,0,4,Active,NORMAL
WCU-04-5-WC-01-Mo,4,2026-01-30,WC-01,Morning,8,7.7,85.52,0.3,None,0.88,11,0.07,2,Active,NORMAL
WCU-04-5-WC-01-Af,4,2026-01-30,WC-01,Afternoon,8,7.89,65.81,0.11,Material Wait,1.03,3,0,1,Active,NORMAL
WCU-04-5-WC-01-Ni,4,2026-01-30,WC-01,Night,8,7.82,56.12,0.18,Setup,0.22,2,0,4,Active,NORMAL
WCU-04-5-WC-04-Mo,4,2026-01-30,WC-04,Morning,8,7.82,69.08,0.18,Material Wait,1.7,5,0,1,Active,NORMAL
WCU-04-5-WC-04-Af,4,2026-01-30,WC-04,Afternoon,8,7.07,89.8,0.93,Material Wait,1.23,11,0.16,3,Active,NORMAL
WCU-04-5-WC-04-Ni,4,2026-01-30,WC-04,Night,8,7.3,85.71,0.7,Planned Maintenance,0.18,-4,0.13,3,Active,NORMAL
WCU-04-5-WC-07-Mo,4,2026-01-30,WC-07,Morning,8,7.99,93.62,0.01,None,0.79,2,0.26,2,Active,NORMAL
WCU-04-5-WC-07-Af,4,2026-01-30,WC-07,Afternoon,8,7.01,74.3,0.99,Planned Maintenance,1.78,8,0,1,Active,NORMAL
WCU-04-5-WC-07-Ni,4,2026-01-30,WC-07,Night,8,7.39,56.28,0.61,None,0.95,8,0,3,Active,NORMAL
WCU-04-5-WC-09-Mo,4,2026-01-30,WC-09,Morning,8,7.3,82.69,0.7,Setup,0.93,14,0.14,2,Active,NORMAL
WCU-04-5-WC-09-Af,4,2026-01-30,WC-09,Afternoon,8,7.23,86.05,0.77,Material Wait,0.14,-3,0.1,2,Active,NORMAL
WCU-04-5-WC-09-Ni,4,2026-01-30,WC-09,Night,8,7.52,94.35,0.48,Material Wait,1.4,9,0.2,3,Active,NORMAL
WCU-04-5-WC-12-Mo,4,2026-01-30,WC-12,Morning,8,7.0,70.56,1.0,None,0.32,5,0,4,Active,NORMAL
WCU-04-5-WC-12-Af,4,2026-01-30,WC-12,Afternoon,8,7.24,74.55,0.76,Material Wait,1.36,14,0,4,Active,NORMAL
WCU-04-5-WC-12-Ni,4,2026-01-30,WC-12,Night,8,7.21,59.78,0.79,None,1.75,10,0,4,Active,NORMAL
WCU-04-5-WC-15-Mo,4,2026-01-30,WC-15,Morning,8,7.86,64.34,0.14,Material Wait,0.78,12,0,4,Active,NORMAL
WCU-04-5-WC-15-Af,4,2026-01-30,WC-15,Afternoon,8,7.66,64.37,0.34,Material Wait,0.88,1,0,2,Active,NORMAL
WCU-04-5-WC-15-Ni,4,2026-01-30,WC-15,Night,8,7.37,88.93,0.63,None,0.52,-1,0.18,2,Active,NORMAL
WCU-04-5-WC-ASSM-03-Mo,4,2026-01-30,WC-ASSM-03,Morning,8,7.77,71.34,0.23,Material Wait,0.52,13,0,1,Active,NORMAL
WCU-04-5-WC-ASSM-03-Af,4,2026-01-30,WC-ASSM-03,Afternoon,8,7.01,55.99,0.99,None,1.35,13,0,2,Active,NORMAL
WCU-04-5-WC-ASSM-03-Ni,4,2026-01-30,WC-ASSM-03,Night,8,7.71,94.39,0.29,None,1.39,20,0.24,1,Active,NORMAL
WCU-05-1-WC-01-Mo,5,2026-02-02,WC-01,Morning,8,7.45,74.23,0.55,Material Wait,1.74,3,0,2,Active,NORMAL
WCU-05-1-WC-01-Af,5,2026-02-02,WC-01,Afternoon,8,7.45,78.63,0.55,Planned Maintenance,0.07,-3,0,2,Active,NORMAL
WCU-05-1-WC-01-Ni,5,2026-02-02,WC-01,Night,8,7.4,63.5,0.6,Material Wait,0.68,3,0,3,Active,NORMAL
WCU-05-1-WC-04-Mo,5,2026-02-02,WC-04,Morning,8,7.89,75.67,0.11,Planned Maintenance,0.11,9,0,4,Active,NORMAL
WCU-05-1-WC-04-Af,5,2026-02-02,WC-04,Afternoon,8,7.59,64.11,0.41,None,0.78,10,0,4,Active,NORMAL
WCU-05-1-WC-04-Ni,5,2026-02-02,WC-04,Night,8,7.72,72.15,0.28,None,1.97,17,0,2,Active,NORMAL
WCU-05-1-WC-07-Mo,5,2026-02-02,WC-07,Morning,8,7.17,71.84,0.83,None,0.54,9,0,3,Active,NORMAL
WCU-05-1-WC-07-Af,5,2026-02-02,WC-07,Afternoon,8,7.42,63.57,0.58,None,0.18,-5,0,1,Active,NORMAL
WCU-05-1-WC-07-Ni,5,2026-02-02,WC-07,Night,8,7.06,64.86,0.94,Material Wait,1.08,4,0,3,Active,NORMAL
WCU-05-1-WC-09-Mo,5,2026-02-02,WC-09,Morning,8,7.89,89.7,0.11,Setup,1.11,11,0.25,1,Active,NORMAL
WCU-05-1-WC-09-Af,5,2026-02-02,WC-09,Afternoon,8,7.18,77.3,0.82,Material Wait,0.9,19,0,4,Active,NORMAL
WCU-05-1-WC-09-Ni,5,2026-02-02,WC-09,Night,8,7.32,64.75,0.68,None,0.86,1,0,4,Active,NORMAL
WCU-05-1-WC-12-Mo,5,2026-02-02,WC-12,Morning,8,7.52,69.59,0.48,None,1.46,-5,0,1,Active,NORMAL
WCU-05-1-WC-12-Af,5,2026-02-02,WC-12,Afternoon,8,7.1,70.38,0.9,Material Wait,0.55,20,0,2,Active,NORMAL
WCU-05-1-WC-12-Ni,5,2026-02-02,WC-12,Night,8,7.3,69.53,0.7,Material Wait,1.18,-5,0,2,Active,NORMAL
WCU-05-1-WC-15-Mo,5,2026-02-02,WC-15,Morning,8,7.68,79.44,0.32,None,0.13,12,0.08,3,Active,NORMAL
WCU-05-1-WC-15-Af,5,2026-02-02,WC-15,Afternoon,8,7.48,67.8,0.52,None,1.14,18,0,4,Active,NORMAL
WCU-05-1-WC-15-Ni,5,2026-02-02,WC-15,Night,8,7.58,79.44,0.42,Setup,0.1,14,0,1,Active,NORMAL
WCU-05-1-WC-ASSM-03-Mo,5,2026-02-02,WC-ASSM-03,Morning,8,7.18,61.56,0.82,Material Wait,0.32,1,0,4,Active,NORMAL
WCU-05-1-WC-ASSM-03-Af,5,2026-02-02,WC-ASSM-03,Afternoon,8,7.99,63.19,0.01,None,0.82,-3,0,4,Active,NORMAL
WCU-05-1-WC-ASSM-03-Ni,5,2026-02-02,WC-ASSM-03,Night,8,7.64,66.29,0.36,None,0.43,6,0,3,Active,NORMAL
WCU-05-2-WC-01-Mo,5,2026-02-03,WC-01,Morning,8,7.86,62.18,0.14,Material Wait,1.43,15,0,3,Active,NORMAL
WCU-05-2-WC-01-Af,5,2026-02-03,WC-01,Afternoon,8,7.09,67.48,0.91,Setup,1.93,14,0,4,Active,NORMAL
WCU-05-2-WC-01-Ni,5,2026-02-03,WC-01,Night,8,7.32,88.54,0.68,Material Wait,1.77,10,0.2,1,Active,NORMAL
WCU-05-2-WC-04-Mo,5,2026-02-03,WC-04,Morning,8,7.52,62.55,0.48,None,0.96,11,0,3,Active,NORMAL
WCU-05-2-WC-04-Af,5,2026-02-03,WC-04,Afternoon,8,7.59,94.09,0.41,Planned Maintenance,1.88,-3,0.26,3,Active,NORMAL
WCU-05-2-WC-04-Ni,5,2026-02-03,WC-04,Night,8,7.49,75.78,0.51,None,0.91,-1,0,1,Active,NORMAL
WCU-05-2-WC-07-Mo,5,2026-02-03,WC-07,Morning,8,7.17,70.56,0.83,None,1.72,1,0,1,Active,NORMAL
WCU-05-2-WC-07-Af,5,2026-02-03,WC-07,Afternoon,8,7.93,86.56,0.07,Planned Maintenance,1.93,9,0.13,4,Active,NORMAL
WCU-05-2-WC-07-Ni,5,2026-02-03,WC-07,Night,8,7.48,77.37,0.52,Material Wait,1.97,12,0,2,Active,NORMAL
WCU-05-2-WC-09-Mo,5,2026-02-03,WC-09,Morning,8,7.74,73.19,0.26,None,1.93,-3,0,1,Active,NORMAL
WCU-05-2-WC-09-Af,5,2026-02-03,WC-09,Afternoon,8,7.31,91.45,0.69,None,1.58,10,0.19,3,Active,NORMAL
WCU-05-2-WC-09-Ni,5,2026-02-03,WC-09,Night,8,7.76,66.52,0.24,Material Wait,0.01,0,0,2,Active,NORMAL
WCU-05-2-WC-12-Mo,5,2026-02-03,WC-12,Morning,8,7.48,83.94,0.52,Planned Maintenance,1.63,10,0.17,3,Active,NORMAL
WCU-05-2-WC-12-Af,5,2026-02-03,WC-12,Afternoon,8,7.52,69.47,0.48,None,0.73,9,0,1,Active,NORMAL
WCU-05-2-WC-12-Ni,5,2026-02-03,WC-12,Night,8,7.98,73.11,0.02,Planned Maintenance,1.04,-3,0,3,Active,NORMAL
WCU-05-2-WC-15-Mo,5,2026-02-03,WC-15,Morning,8,7.14,77.71,0.86,None,0.22,-2,0,2,Active,NORMAL
WCU-05-2-WC-15-Af,5,2026-02-03,WC-15,Afternoon,8,7.67,78.44,0.33,None,1.6,13,0,3,Active,NORMAL
WCU-05-2-WC-15-Ni,5,2026-02-03,WC-15,Night,8,7.69,56.43,0.31,Setup,1.01,-2,0,3,Active,NORMAL
WCU-05-2-WC-ASSM-03-Mo,5,2026-02-03,WC-ASSM-03,Morning,8,7.22,82.36,0.78,Planned Maintenance,1.45,17,0.1,4,Active,NORMAL
WCU-05-2-WC-ASSM-03-Af,5,2026-02-03,WC-ASSM-03,Afternoon,8,7.6,61.76,0.4,None,1.46,2,0,1,Active,NORMAL
WCU-05-2-WC-ASSM-03-Ni,5,2026-02-03,WC-ASSM-03,Night,8,7.01,67.26,0.99,Planned Maintenance,1.47,6,0,1,Active,NORMAL
WCU-05-3-WC-01-Mo,5,2026-02-04,WC-01,Morning,8,7.04,81.19,0.96,None,1.83,19,0,1,Active,NORMAL
WCU-05-3-WC-01-Af,5,2026-02-04,WC-01,Afternoon,8,7.19,64.11,0.81,None,1.81,4,0,4,Active,NORMAL
WCU-05-3-WC-01-Ni,5,2026-02-04,WC-01,Night,8,7.25,59.06,0.75,Setup,1.38,0,0,4,Active,NORMAL
WCU-05-3-WC-04-Mo,5,2026-02-04,WC-04,Morning,8,7.85,67.17,0.15,None,0.58,13,0,4,Active,NORMAL
WCU-05-3-WC-04-Af,5,2026-02-04,WC-04,Afternoon,8,7.1,79.98,0.9,None,1.01,4,0,2,Active,NORMAL
WCU-05-3-WC-04-Ni,5,2026-02-04,WC-04,Night,8,7.07,89.94,0.93,None,0.77,7,0.2,2,Active,NORMAL
WCU-05-3-WC-07-Mo,5,2026-02-04,WC-07,Morning,8,7.39,85.65,0.61,None,1.94,13,0.06,1,Active,NORMAL
WCU-05-3-WC-07-Af,5,2026-02-04,WC-07,Afternoon,8,7.62,74.4,0.38,Setup,1.38,12,0,2,Active,NORMAL
WCU-05-3-WC-07-Ni,5,2026-02-04,WC-07,Night,8,7.63,93.49,0.37,Material Wait,1.61,13,0.26,4,Active,NORMAL
WCU-05-3-WC-09-Mo,5,2026-02-04,WC-09,Morning,8,7.94,57.94,0.06,None,1.6,16,0,1,Active,NORMAL
WCU-05-3-WC-09-Af,5,2026-02-04,WC-09,Afternoon,8,7.52,63.45,0.48,Planned Maintenance,1.31,19,0,4,Active,NORMAL
WCU-05-3-WC-09-Ni,5,2026-02-04,WC-09,Night,8,7.13,91.69,0.87,Planned Maintenance,1.63,-2,0.19,1,Active,NORMAL
WCU-05-3-WC-12-Mo,5,2026-02-04,WC-12,Morning,8,7.95,76.5,0.05,None,0.41,-3,0,3,Active,NORMAL
WCU-05-3-WC-12-Af,5,2026-02-04,WC-12,Afternoon,8,7.42,58.24,0.58,Material Wait,0.21,7,0,3,Active,NORMAL
WCU-05-3-WC-12-Ni,5,2026-02-04,WC-12,Night,8,7.75,91.79,0.25,None,0.14,13,0.21,4,Active,NORMAL
WCU-05-3-WC-15-Mo,5,2026-02-04,WC-15,Morning,8,7.02,60.6,0.98,None,0.18,7,0,2,Active,NORMAL
WCU-05-3-WC-15-Af,5,2026-02-04,WC-15,Afternoon,8,7.37,88.76,0.63,None,0.59,4,0.1,4,Active,NORMAL
WCU-05-3-WC-15-Ni,5,2026-02-04,WC-15,Night,8,7.46,64.5,0.54,None,1.14,-4,0,2,Active,NORMAL
WCU-05-3-WC-ASSM-03-Mo,5,2026-02-04,WC-ASSM-03,Morning,8,7.29,76.69,0.71,None,0.57,17,0,1,Active,NORMAL
WCU-05-3-WC-ASSM-03-Af,5,2026-02-04,WC-ASSM-03,Afternoon,8,7.17,88.48,0.83,None,0.69,2,0.24,1,Active,NORMAL
WCU-05-3-WC-ASSM-03-Ni,5,2026-02-04,WC-ASSM-03,Night,8,7.65,93.27,0.35,None,0.86,15,0.28,1,Active,NORMAL
WCU-05-4-WC-01-Mo,5,2026-02-05,WC-01,Morning,8,7.96,90.64,0.04,Planned Maintenance,1.76,1,0.16,2,Active,NORMAL
WCU-05-4-WC-01-Af,5,2026-02-05,WC-01,Afternoon,8,7.46,93.68,0.54,None,1.48,0,0.23,4,Active,NORMAL
WCU-05-4-WC-01-Ni,5,2026-02-05,WC-01,Night,8,7.23,77.16,0.77,None,0.33,16,0.03,2,Active,NORMAL
WCU-05-4-WC-04-Mo,5,2026-02-05,WC-04,Morning,8,7.65,93.5,0.35,None,0.97,-1,0.24,4,Active,NORMAL
WCU-05-4-WC-04-Af,5,2026-02-05,WC-04,Afternoon,8,7.59,78.8,0.41,None,1.33,16,0,1,Active,NORMAL
WCU-05-4-WC-04-Ni,5,2026-02-05,WC-04,Night,8,7.67,73.72,0.33,None,0.66,15,0,4,Active,NORMAL
WCU-05-4-WC-07-Mo,5,2026-02-05,WC-07,Morning,8,7.46,91.07,0.54,None,1.87,11,0.13,1,Active,NORMAL
WCU-05-4-WC-07-Af,5,2026-02-05,WC-07,Afternoon,8,7.0,70.14,1.0,Setup,1.08,14,0,4,Active,NORMAL
WCU-05-4-WC-07-Ni,5,2026-02-05,WC-07,Night,8,7.81,85.65,0.19,Setup,0.73,4,0.08,2,Active,NORMAL
WCU-05-4-WC-09-Mo,5,2026-02-05,WC-09,Morning,8,7.63,81.9,0.37,None,0.21,18,0,3,Active,NORMAL
WCU-05-4-WC-09-Af,5,2026-02-05,WC-09,Afternoon,8,7.49,66.03,0.51,None,0.24,-4,0,2,Active,NORMAL
WCU-05-4-WC-09-Ni,5,2026-02-05,WC-09,Night,8,7.48,67.65,0.52,Material Wait,0.74,15,0,3,Active,NORMAL
WCU-05-4-WC-12-Mo,5,2026-02-05,WC-12,Morning,8,7.27,72.52,0.73,Setup,1.13,-5,0,1,Active,NORMAL
WCU-05-4-WC-12-Af,5,2026-02-05,WC-12,Afternoon,8,7.91,94.54,0.09,Setup,0.96,3,0.29,1,Active,NORMAL
WCU-05-4-WC-12-Ni,5,2026-02-05,WC-12,Night,8,7.59,70.21,0.41,None,1.34,18,0,1,Active,NORMAL
WCU-05-4-WC-15-Mo,5,2026-02-05,WC-15,Morning,8,7.26,63.5,0.74,Material Wait,1.14,-3,0,1,Active,NORMAL
WCU-05-4-WC-15-Af,5,2026-02-05,WC-15,Afternoon,8,7.06,80.81,0.94,Material Wait,1.47,5,0,2,Active,NORMAL
WCU-05-4-WC-15-Ni,5,2026-02-05,WC-15,Night,8,7.39,70.24,0.61,None,0.94,6,0,3,Active,NORMAL
WCU-05-4-WC-ASSM-03-Mo,5,2026-02-05,WC-ASSM-03,Morning,8,7.14,90.74,0.86,None,1.02,0,0.18,2,Active,NORMAL
WCU-05-4-WC-ASSM-03-Af,5,2026-02-05,WC-ASSM-03,Afternoon,8,7.17,67.26,0.83,Setup,1.25,4,0,2,Active,NORMAL
WCU-05-4-WC-ASSM-03-Ni,5,2026-02-05,WC-ASSM-03,Night,8,7.93,82.34,0.07,Planned Maintenance,1.3,8,0.14,1,Active,NORMAL
WCU-05-5-WC-01-Mo,5,2026-02-06,WC-01,Morning,8,7.82,72.0,0.18,Material Wait,1.97,12,0,2,Active,NORMAL
WCU-05-5-WC-01-Af,5,2026-02-06,WC-01,Afternoon,8,7.8,75.86,0.2,Setup,1.11,13,0,2,Active,NORMAL
WCU-05-5-WC-01-Ni,5,2026-02-06,WC-01,Night,8,7.89,57.17,0.11,Material Wait,0.15,4,0,1,Active,NORMAL
WCU-05-5-WC-04-Mo,5,2026-02-06,WC-04,Morning,8,7.4,58.61,0.6,Setup,0.44,15,0,1,Active,NORMAL
WCU-05-5-WC-04-Af,5,2026-02-06,WC-04,Afternoon,8,7.18,61.68,0.82,None,1.71,9,0,2,Active,NORMAL
WCU-05-5-WC-04-Ni,5,2026-02-06,WC-04,Night,8,7.84,75.51,0.16,Setup,1.98,16,0,3,Active,NORMAL
WCU-05-5-WC-07-Mo,5,2026-02-06,WC-07,Morning,8,7.77,58.35,0.23,Planned Maintenance,1.25,-5,0,2,Active,NORMAL
WCU-05-5-WC-07-Af,5,2026-02-06,WC-07,Afternoon,8,7.27,68.06,0.73,Material Wait,0.14,20,0,3,Active,NORMAL
WCU-05-5-WC-07-Ni,5,2026-02-06,WC-07,Night,8,7.18,70.58,0.82,Setup,0.28,3,0,2,Active,NORMAL
WCU-05-5-WC-09-Mo,5,2026-02-06,WC-09,Morning,8,8.0,61.77,0.0,Planned Maintenance,0.3,15,0,4,Active,NORMAL
WCU-05-5-WC-09-Af,5,2026-02-06,WC-09,Afternoon,8,7.15,93.59,0.85,None,0.09,18,0.23,2,Active,NORMAL
WCU-05-5-WC-09-Ni,5,2026-02-06,WC-09,Night,8,7.98,69.26,0.02,Setup,1.13,7,0,4,Active,NORMAL
WCU-05-5-WC-12-Mo,5,2026-02-06,WC-12,Morning,8,7.68,94.62,0.32,None,1.26,17,0.21,1,Active,NORMAL
WCU-05-5-WC-12-Af,5,2026-02-06,WC-12,Afternoon,8,7.21,78.46,0.79,None,1.87,16,0,2,Active,NORMAL
WCU-05-5-WC-12-Ni,5,2026-02-06,WC-12,Night,8,7.4,59.78,0.6,None,0.83,11,0,4,Active,NORMAL
WCU-05-5-WC-15-Mo,5,2026-02-06,WC-15,Morning,8,7.96,58.05,0.04,None,0.37,3,0,3,Active,NORMAL
WCU-05-5-WC-15-Af,5,2026-02-06,WC-15,Afternoon,8,7.73,84.15,0.27,Planned Maintenance,0.02,16,0.16,3,Active,NORMAL
WCU-05-5-WC-15-Ni,5,2026-02-06,WC-15,Night,8,7.36,85.27,0.64,Setup,1.88,9,0.08,3,Active,NORMAL
WCU-05-5-WC-ASSM-03-Mo,5,2026-02-06,WC-ASSM-03,Morning,8,7.06,93.18,0.94,None,0.57,4,0.18,4,Active,NORMAL
WCU-05-5-WC-ASSM-03-Af,5,2026-02-06,WC-ASSM-03,Afternoon,8,7.92,92.79,0.08,None,1.08,-1,0.25,3,Active,NORMAL
WCU-05-5-WC-ASSM-03-Ni,5,2026-02-06,WC-ASSM-03,Night,8,7.21,70.74,0.79,Planned Maintenance,1.33,-4,0,3,Active,NORMAL
WCU-06-1-WC-01-Mo,6,2026-02-09,WC-01,Morning,8,7.36,124.85,0.64,None,4.9,48,0.84,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-01-Af,6,2026-02-09,WC-01,Afternoon,8,6.71,95.61,1.29,None,1.8,35,0.23,3,Active,DEMAND_SPIKE
WCU-06-1-WC-01-Ni,6,2026-02-09,WC-01,Night,8,7.31,121.74,0.69,None,1.9,23,0.83,3,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-04-Mo,6,2026-02-09,WC-04,Morning,8,7.26,118.78,0.74,None,3.01,25,0.85,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-04-Af,6,2026-02-09,WC-04,Afternoon,8,7.77,123.58,0.23,None,4.8,26,0.96,3,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-04-Ni,6,2026-02-09,WC-04,Night,8,7.33,121.98,0.67,None,4.68,24,0.87,4,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-07-Mo,6,2026-02-09,WC-07,Morning,8,7.45,105.24,0.55,Material Wait,3.17,29,0.49,1,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-07-Af,6,2026-02-09,WC-07,Afternoon,8,7.82,90.75,0.18,None,2.21,22,0.23,1,Active,DEMAND_SPIKE
WCU-06-1-WC-07-Ni,6,2026-02-09,WC-07,Night,8,7.83,117.91,0.17,None,3.65,45,0.77,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-09-Mo,6,2026-02-09,WC-09,Morning,8,7.52,108.71,0.48,None,3.01,43,0.59,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-09-Af,6,2026-02-09,WC-09,Afternoon,8,7.17,128.71,0.83,None,4.86,15,0.99,1,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-09-Ni,6,2026-02-09,WC-09,Night,8,7.53,115.6,0.47,None,4.27,16,0.68,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-12-Mo,6,2026-02-09,WC-12,Morning,8,7.11,96.56,0.89,Setup,4.82,43,0.4,2,Active,DEMAND_SPIKE
WCU-06-1-WC-12-Af,6,2026-02-09,WC-12,Afternoon,8,7.65,109.11,0.35,None,1.42,35,0.62,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-12-Ni,6,2026-02-09,WC-12,Night,8,6.79,105.44,1.21,None,2.29,41,0.44,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-15-Mo,6,2026-02-09,WC-15,Morning,8,6.53,94.01,1.47,Setup,1.84,32,0.22,1,Active,DEMAND_SPIKE
WCU-06-1-WC-15-Af,6,2026-02-09,WC-15,Afternoon,8,7.13,129.17,0.87,Material Wait,1.11,34,0.99,1,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-15-Ni,6,2026-02-09,WC-15,Night,8,7.07,108.18,0.93,None,1.74,22,0.61,4,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-ASSM-03-Mo,6,2026-02-09,WC-ASSM-03,Morning,8,7.09,103.9,0.91,None,2.82,55,0.43,2,Overloaded,DEMAND_SPIKE
WCU-06-1-WC-ASSM-03-Af,6,2026-02-09,WC-ASSM-03,Afternoon,8,7.12,93.92,0.88,None,1.82,17,0.21,3,Active,DEMAND_SPIKE
WCU-06-1-WC-ASSM-03-Ni,6,2026-02-09,WC-ASSM-03,Night,8,6.64,112.81,1.36,Setup,2.71,49,0.6,4,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-01-Mo,6,2026-02-10,WC-01,Morning,8,6.83,109.14,1.17,Setup,2.39,16,0.51,4,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-01-Af,6,2026-02-10,WC-01,Afternoon,8,6.99,105.24,1.01,Material Wait,1.85,21,0.48,2,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-01-Ni,6,2026-02-10,WC-01,Night,8,6.51,97.75,1.49,None,4.15,48,0.29,2,Active,DEMAND_SPIKE
WCU-06-2-WC-04-Mo,6,2026-02-10,WC-04,Morning,8,7.53,106.15,0.47,None,4.43,17,0.53,3,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-04-Af,6,2026-02-10,WC-04,Afternoon,8,6.6,118.23,1.4,None,1.73,28,0.69,4,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-04-Ni,6,2026-02-10,WC-04,Night,8,7.69,108.86,0.31,Setup,1.65,18,0.51,3,Overloaded,DEMAND_SPIKE
WCU-06-2-WC-07-Mo,6,2026-02-10,WC-07,Morning,8,7.38,126.08,0.62,None,1.14,17,0.94,1,Overloaded,DEMAND_SPIKE
